CNO;CNUM;TYP;FABR;MIET;MASS;FARB;ANO;BEME;LNM;BJ;BDAT;ZDAT;RNUM;RBET;WERT;FAKT;KOST;LIEF;MDA;MDE;ABHO;KONT;Z247;Z251;Z255;Z259;Z263;Z345;Z349;Z353;Z357;Z361;Z365;Z447;Z451;Z455;Z459;Z463;Z545;Z549;Z553;Z557;Z561;Z565;Z647;Z651;Z655;Z659;Z663
877;140696-0;Stahllagercontainer;40 ft.;0,00;12120x2435x2590;blau;0;;CDM;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.05.2012;  .  .    ;  .  .    ;20.07.2012;/23.07.2012/08:44;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
878;0000128;Wand-Klimagerät 2,6kW;# 7WT012016;0,00;590x450x350;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/24.06.2011/07:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
880;1109;Sanitärcont. Da/He;24 ft. GR-JO;1450,00;7230x2435x2817;1015;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.09.2014;  .  .    ;  .  .    ;10.10.2014;/13.10.2014/14:09;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
881;0000131;Regal 4fächerig;;14,00;5000x500x2000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.12.2014;  .  .    ;  .  .    ;  .  .    ;/10.12.2014/16:49;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
882;000091;2 Unterstellböcke;(Rampenhöhe);90,00;2435x1000;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.10.2014;  .  .    ;  .  .    ;13.01.2015;/23.01.2015/08:15;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
883;0000111;Auffahrrampe Alu;für Kühlcont.;0,00;1300x890 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.06.2014;  .  .    ;  .  .    ;30.10.2014;/09.03.2015/07:41;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
885;230117-1;Stahllagercont. 20 f;CSC;0,00;6055x2435x2590;5010 enzianblau;0;;CDM;08.;  .  .    ;  .  .    ;0;1800,00;0,00;0,0;0,00;24.06.2010;  .  .    ;  .  .    ;  .  .    ;/19.07.2012/17:39;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
891;316360-5;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;950,00;0,00;0,0;0,00;14.08.2013;  .  .    ;  .  .    ;17.12.2013;/18.12.2013/08:03;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
899;0000132;Möblierung;gem. MV3749;1320,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;13.09.2012;  .  .    ;  .  .    ;  .  .    ;/12.09.2013/10:54;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
900;0000113;Auffahrrampe Alu;für Kühlcont.;0,00;1300x890;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.01.2015;  .  .    ;  .  .    ;21.01.2015;/09.03.2015/07:41;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
902;15683;Sanitärcont. Da/He;24 ft. GR-JO;670,00;7230x2435x2817;9018 / 7024;0;gemietet von GR-JO;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;300,00;06.07.2010;  .  .    ;  .  .    ;  .  .    ;/20.06.2011/08:38;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
906;370167-5;Kühl-Container 40 ft;ARKTIK;630,00;12192x2435x2590;1013 / 5021;0;;WCT / GOVI;;26.03.2010;  .  .    ;2010-0793;3395,00;0,00;0,0;0,00;04.07.2012;  .  .    ;  .  .    ;07.06.2013;/10.06.2013/08:08;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
912;17468;Bürocontainer 20 ft.;GR-JO;880,00;6055x2435x2820;1015 hellelfenbein;0;;;08.10;  .  .    ;  .  .    ;;5100,00;0,00;0,0;0,00;01.09.2014;  .  .    ;  .  .    ;09.10.2014;/10.10.2014/09:43;WÍ;WÍ;WÍ;WÍ;WÍ;S³;Sú;Sú;Sú;Sú;S;Wú;Wú;Wú;Wú;Wú;S³;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
918;17474;Bürocontainer 20 ft.;20 ft.GR-JO;0,00;6055x2435x2820;1015 hellelfenbein;0;;;08.10;  .  .    ;  .  .    ;;5100,00;0,00;0,0;0,00;27.10.2014;  .  .    ;  .  .    ;10.12.2014;/15.12.2014/09:23;WÍ;WÄ;WÍ;WÄ;WÍ;Sº;Sú;Sú;Sú;Sú;S;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
923;061044836;Kühl-Container 10 ft.;ARKTIK;0,00;2991x2435x2590;1013 / 5021;0;;CTX/ROMA/GOVI;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.10.2013;  .  .    ;  .  .    ;05.02.2015;/06.02.2015/10:29;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
925;061044839;Kühl-Container 10 ft.;ARKTIK;1550,00;2991x2435x2590;1013 / 5021;0;;CTX/GOVI/ROMA;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;13.11.2014;  .  .    ;  .  .    ;07.01.2015;/08.01.2015/11:32;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
932;060832038;Stahllagercont. 10 ft;CTX;455,00;2991x2435x2590;1013;0;;Containex;;24.10.2008;  .  .    ;;1500,00;0,00;0,0;0,00;19.11.2014;  .  .    ;  .  .    ;23.12.2014;/09.01.2015/11:16;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
933;283219-3;TK-Container 20 ft.;ARKTIK;0,00;6055x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.02.2014;  .  .    ;  .  .    ;28.02.2014;/04.03.2014/08:20;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
939;0000211;Einlagerung 20 ft.;;22,50;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.09.2012;  .  .    ;  .  .    ;  .  .    ;/22.09.2014/11:00;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
944;0000212;Fremdcontainer 10ft;Einlagerung;22,50;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.04.2013;  .  .    ;  .  .    ;  .  .    ;/23.05.2014/19:12;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
945;0000213;Fremdcontainer 10ft;Einlagerung;22,50;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.04.2013;  .  .    ;  .  .    ;  .  .    ;/23.05.2014/19:12;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
948;0048.1;Büro/Unterkunftscont.;20 ft. STUGEBA;0,00;6055x2435x2800;grau;0;;STUGEBA;;  .  .    ;  .  .    ;;2250,00;0,00;0,0;0,00;16.01.2015;  .  .    ;  .  .    ;  .  .    ;/16.01.2015/13:29;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
954;500271-9;Isoliercontainer 40ft;;0,00;12192x2435x2895;1013;0;;BD Bremer Dienstl.;;10.06.2011;  .  .    ;;3850,00;0,00;0,0;0,00;01.12.2011;  .  .    ;  .  .    ;  .  .    ;/21.12.2011/10:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
956;286913-4;TK-Container 20 ft.;ARKTIK;1020,00;6055x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;22.08.2013;  .  .    ;  .  .    ;04.09.2013;/05.09.2013/07:50;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
958;000058;Elektrokabel 15 m;380V/5x32A;0,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;22.05.2014;  .  .    ;  .  .    ;03.06.2014;/10.06.2014/16:08;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
959;000028;Stahl-Außentreppe;Geländer, Podest;0,00;;verzinkt;0;GR-JO Treppe;GR-JO;;  .  .    ;  .  .    ;;2864,00;0,00;0,0;0,00;26.09.2014;  .  .    ;  .  .    ;  .  .    ;/29.09.2014/10:24;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
960;19866;Sanitärcont. Damen;20 ft.GR-JO;787,50;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;08.09.2014;  .  .    ;  .  .    ;23.09.2014;/24.09.2014/15:03;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
961;19867;Sanitärcont. Herren;20 ft.GR-JO;1280,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;01.09.2014;  .  .    ;  .  .    ;  .  .    ;/23.10.2014/10:48;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
962;19869;Sanitärcont. Da/He;20 ft. GR-JO;790,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;31.07.2014;  .  .    ;  .  .    ;11.08.2014;/12.08.2014/10:31;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
963;20322;Sanitärcont. Damen;GR-JO;1280,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;01.09.2014;  .  .    ;  .  .    ;  .  .    ;/23.10.2014/10:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
964;20323;Sanitärcont. Damen;20 ft.GR-JO;1250,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;11.09.2014;  .  .    ;  .  .    ;09.10.2014;/17.10.2014/11:17;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
965;20324;Sanitärcont. Herren;20 ft.GR-JO;787,50;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;08.09.2014;  .  .    ;  .  .    ;23.09.2014;/24.09.2014/15:03;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
966;20325;Sanitärcont. Herren;GR-JO;1250,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;8500,00;0,00;0,0;0,00;11.09.2014;  .  .    ;  .  .    ;09.10.2014;/17.10.2014/11:17;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
969;0000133;Regal 3fächerig;;0,00;5000x500x2000;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;25.09.2013;  .  .    ;  .  .    ;27.05.2014;/10.06.2014/11:21;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
970;0000134;Regal 3fächerig;;0,00;5000x500x2000;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;01.06.2012;  .  .    ;  .  .    ;26.04.2013;/29.04.2013/16:29;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
971;0000135;Regal 3fächerig;;0,00;5000x500x2000;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.06.2012;  .  .    ;  .  .    ;  .  .    ;/26.06.2013/18:07;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
975;061267773;TK-Container 10 ft.;ARKTIK TD;800,00;2991x2435x2590;1013 / 5021;0;;CTX/TELEDOOR/GOVI;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;28.08.2014;  .  .    ;  .  .    ;16.09.2014;/19.09.2014/09:10;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
989;0000136;Möblierung;gem. MV4539;0,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.08.2014;  .  .    ;  .  .    ;  .  .    ;/10.12.2014/17:31;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
990;171026-6;TK-Container 20 ft.;ARKTIK;0,00;6055x2435x2590;1013 / 5021;0;;WCT;;06.09.2012;  .  .    ;;4475,00;0,00;0,0;0,00;05.07.2013;  .  .    ;  .  .    ;  .  .    ;/22.08.2013/08:34;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
995;362495-2;Stahllagercont. 20 ft;;0,00;6055x2435x2590;dunkelblau;0;;CDM;;  .  .    ;  .  .    ;;1450,00;0,00;0,0;0,00;24.10.2013;  .  .    ;  .  .    ;18.12.2013;/07.01.2014/11:39;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
998;20918;Bürocontainer 20 ft.;GR-JO;480,00;6055x2435x2820;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.08.2014;  .  .    ;  .  .    ;10.09.2014;/11.09.2014/11:10;WÍ;WÍ;WÍ;WÍ;WÍ;S;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÄ;WÍ;WÄ;WÍ
1008;C263;Büro/Unterkunftscont.;20 ft. CM;0,00;6058x2438x2820;1015 hellelfenbein;0;;ContiMade;;  .  .    ;  .  .    ;;4500,00;0,00;0,0;0,00;23.07.2014;  .  .    ;  .  .    ;19.11.2014;/20.11.2014/09:09;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1009;0000112;Auffahrrampe Alu;für Kühlcont.;0,00;1850x920 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.06.2014;  .  .    ;  .  .    ;30.10.2014;/09.03.2015/07:41;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1010;251018-2;Kühl-Container 20 ft;ZANOTTI;880,00;6055x2435x2590;1013 / 5021;0;;Braun;;  .  .    ;  .  .    ;;6075,00;0,00;0,0;0,00;04.02.2015;  .  .    ;  .  .    ;09.02.2015;/10.02.2015/08:26;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1013;251024-3;Kühl-Container 20 ft;ZANOTTI;880,00;6055x2435x2590;1013 / 5021;0;;Braun;;  .  .    ;  .  .    ;;6075,00;0,00;0,0;0,00;04.02.2015;  .  .    ;  .  .    ;09.02.2015;/10.02.2015/08:26;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1026;GZ0001;Kühlcontainer (Zelle);ZANOTTI;1820,00;2950x2400x2400;1013;0;;Gabler;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;10.09.2014;  .  .    ;  .  .    ;22.10.2014;/24.10.2014/10:36;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1027;GZ0002;Kühlcontainer (Zelle);ZANOTTI;1820,00;2950x2400x2400;1013;0;;Gabler;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;10.09.2014;  .  .    ;  .  .    ;22.10.2014;/24.10.2014/10:36;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1031;530725-2;Isoliercont. 20 ft.;;0,00;6055x2435x2590;1013;0;;WCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.09.2013;  .  .    ;  .  .    ;24.10.2013;/25.10.2013/08:39;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1040;354893-4;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;05.03.2014;  .  .    ;  .  .    ;23.10.2014;/24.10.2014/16:40;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1041;384462-0;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/20.11.2013/08:49;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1043;368003-8;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;16.09.2014;  .  .    ;  .  .    ;09.01.2015;/13.01.2015/11:54;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1045;374464-4;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;06.06.2014;06.06.2014;  .  .    ;  .  .    ;/04.09.2014/10:17;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1048;1301024-1;TK-Container;TD/ARKTIK;0,00;6055x2600x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;16000,00;0,00;0,0;0,00;07.01.2015;  .  .    ;  .  .    ;21.01.2015;/21.01.2015/16:25;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1049;1301024-2;Kühl-Container;TD/ARKTIK;0,00;6055x2600x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;16000,00;0,00;0,0;0,00;21.07.2014;  .  .    ;  .  .    ;14.08.2014;/14.08.2014/14:38;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1052;373481-5;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1300,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/17.01.2014/08:35;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1053;376589-7;Stahllagercont. 20 ft;;0,00;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1300,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/17.01.2014/08:35;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1058;384713-0;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;0;;CDM;;  .  .    ;  .  .    ;;1250,00;0,00;0,0;0,00;06.06.2014;06.06.2014;  .  .    ;  .  .    ;/04.09.2014/10:17;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
